ID,name,actual_price,category,Date,Sales,Category_Section,Units_Sold,Total_Price
223,Mirror,899.0,Home Goods,2021-08-11,603.2670374,Housewares,15,13485
224,History Book,899.0,Books,2021-08-12,1030.846437,Reading Corner,12,10788
225,Dress,899.0,Clothing,2021-08-13,315.0402105,Apparel Section,9,8091
226,Cushion,899.0,Home Goods,2021-08-14,740.6307689,Housewares,16,14384
227,Science Textbook,899.0,Books,2021-08-15,814.3606386,Reading Corner,10,8990
228,Mirror,899.0,Home Goods,2021-08-16,610.7625913,Housewares,17,15283
229,Computer,899.0,Electronics,2021-08-17,743.2592666,Tech Zone,3,2697
230,Blanket,899.0,Home Goods,2021-08-18,770.1019697,Housewares,19,17081
231,Novel,899.0,Books,2021-08-19,318.8989011,Reading Corner,13,11687
232,T-shirt,899.0,Clothing,2021-08-20,1340.180817,Apparel Section,7,6293
233,T-shirt,899.0,Clothing,2021-08-21,1822.237061,Apparel Section,11,9889
234,T-shirt,899.0,Clothing,2021-08-22,973.2165438,Apparel Section,13,11687
235,Camera,899.0,Electronics,2021-08-23,1452.534882,Tech Zone,4,3596
236,Science Textbook,899.0,Books,2021-08-24,198.7568653,Reading Corner,11,9889
237,Computer,899.0,Electronics,2021-08-25,357.8242969,Tech Zone,3,2697
238,Dress,899.0,Clothing,2021-08-26,602.9388013,Apparel Section,14,12586
239,History Book,1625.0,Books,2021-08-27,157.9404761,Reading Corner,18,29250
240,Jeans,1625.0,Clothing,2021-08-28,840.5670756,Apparel Section,4,6500
241,Mirror,899.0,Home Goods,2021-08-29,704.3573037,Housewares,1,899
242,Smartphone,1625.0,Electronics,2021-08-30,1733.393476,Tech Zone,17,27625
243,Smartphone,1625.0,Electronics,2021-08-31,406.2095703,Tech Zone,16,26000
244,Novel,1625.0,Books,2021-09-01,283.3418374,Reading Corner,1,1625
245,Desk Lamp,1625.0,Home Goods,2021-09-02,1606.908832,Housewares,9,14625
246,Dress,899.0,Clothing,2021-09-03,256.3343136,Apparel Section,3,2697
247,Camera,1499.0,Electronics,2021-09-04,1062.907541,Tech Zone,6,8994
248,Cookbook,799.0,Books,2021-09-05,1647.475342,Reading Corner,18,14382
249,T-shirt,1625.0,Clothing,2021-09-06,109.4355209,Apparel Section,1,1625
250,Mirror,1625.0,Home Goods,2021-09-07,280.0526495,Housewares,19,30875
251,Computer,1625.0,Electronics,2021-09-08,1314.93645,Tech Zone,16,26000
252,T-shirt,899.0,Clothing,2021-09-09,1675.387169,Apparel Section,9,8091
253,Camera,899.0,Electronics,2021-09-10,236.2905242,Tech Zone,19,17081
254,Cookbook,569.0,Books,2021-09-11,753.1218066,Reading Corner,8,4552
255,Jeans,449.0,Clothing,2021-09-12,661.503805,Apparel Section,3,1347
256,Dress,1999.0,Clothing,2021-09-13,326.1260388,Apparel Section,1,1999
257,Sweater,1999.0,Clothing,2021-09-14,263.1474799,Apparel Section,12,23988
258,Smartphone,3599.0,Electronics,2021-09-15,269.3843237,Tech Zone,13,46787
259,Novel,4599.0,Books,2021-09-16,452.4348474,Reading Corner,12,55188
260,Cushion,4599.0,Home Goods,2021-09-17,1019.883535,Housewares,18,82782
261,Computer,3599.0,Electronics,2021-09-18,1254.324835,Tech Zone,8,28792
262,Blanket,2699.0,Home Goods,2021-09-19,196.1387309,Housewares,6,16194
263,Cookbook,1999.0,Books,2021-09-20,910.0036864,Reading Corner,16,31984
264,T-shirt,2699.0,Clothing,2021-09-21,743.1933347,Apparel Section,1,2699
265,Sweater,2499.0,Clothing,2021-09-22,1753.607093,Apparel Section,2,4998
266,Jeans,2499.0,Clothing,2021-09-23,587.7646296,Apparel Section,8,19992
267,Novel,1999.0,Books,2021-09-24,1742.833884,Reading Corner,1,1999
268,Smartphone,2299.0,Electronics,2021-09-25,409.5450165,Tech Zone,5,11495
269,Mirror,2299.0,Home Goods,2021-09-26,112.8813435,Housewares,5,11495
270,Headphones,1999.0,Electronics,2021-09-27,150.5694007,Tech Zone,11,21989
271,Novel,2299.0,Books,2021-09-28,924.4430001,Reading Corner,3,6897
272,Sweater,3599.0,Clothing,2021-09-29,1401.168524,Apparel Section,4,14396
273,Blanket,1999.0,Home Goods,2021-09-30,1125.695859,Housewares,16,31984
274,Jeans,1999.0,Clothing,2021-10-01,1560.770895,Apparel Section,11,21989
275,Blanket,1999.0,Home Goods,2021-10-02,791.3880563,Housewares,2,3998
276,Cushion,1999.0,Home Goods,2021-10-03,273.4499663,Housewares,6,11994
277,Cookbook,3299.0,Books,2021-10-04,450.1573049,Reading Corner,9,29691
278,Cushion,1999.0,Home Goods,2021-10-05,1801.676191,Housewares,4,7996
279,History Book,1999.0,Books,2021-10-06,1386.650185,Reading Corner,19,37981
280,Science Textbook,3599.0,Books,2021-10-07,1521.808119,Reading Corner,1,3599
281,Mirror,3599.0,Home Goods,2021-10-08,703.3772498,Housewares,18,64782
282,Desk Lamp,1999.0,Home Goods,2021-10-09,559.2038911,Housewares,19,37981
283,Desk Lamp,3599.0,Home Goods,2021-10-10,586.2390752,Housewares,10,35990
284,Novel,2499.0,Books,2021-10-11,1093.96788,Reading Corner,3,7497
285,History Book,3599.0,Books,2021-10-12,1241.977654,Reading Corner,11,39589
286,Dress,3599.0,Clothing,2021-10-13,1041.850296,Apparel Section,6,21594
287,Mirror,4599.0,Home Goods,2021-10-14,901.9163008,Housewares,9,41391
288,Sweater,2699.0,Clothing,2021-10-15,1268.957837,Apparel Section,14,37786
289,Mirror,3999.0,Home Goods,2021-10-16,694.1995787,Housewares,6,23994
290,Mirror,2999.0,Home Goods,2021-10-17,1302.198686,Housewares,19,56981
291,Cushion,1999.0,Home Goods,2021-10-18,1280.250502,Housewares,6,11994
292,Computer,2999.0,Electronics,2021-10-19,996.678067,Tech Zone,13,38987
293,Desk Lamp,1999.0,Home Goods,2021-10-20,1269.069836,Housewares,11,21989
294,Computer,2499.0,Electronics,2021-10-21,1185.482145,Tech Zone,15,37485
295,Desk Lamp,1999.0,Home Goods,2021-10-22,1035.915075,Housewares,4,7996
296,Science Textbook,1999.0,Books,2021-10-23,599.2467631,Reading Corner,11,21989
297,History Book,2999.0,Books,2021-10-24,1320.05101,Reading Corner,10,29990
298,Computer,1999.0,Electronics,2021-10-25,608.6573102,Tech Zone,12,23988
299,Sweater,1999.0,Clothing,2021-10-26,1141.498665,Apparel Section,16,31984
300,Novel,2299.0,Books,2021-10-27,1703.850678,Reading Corner,1,2299
301,Blanket,2499.0,Home Goods,2021-10-28,602.4017221,Housewares,16,39984
302,Mirror,1999.0,Home Goods,2021-10-29,1131.974859,Housewares,17,33983
303,Novel,1999.0,Books,2021-10-30,1292.738221,Reading Corner,7,13993
304,Blanket,2299.0,Home Goods,2021-10-31,1130.501221,Housewares,4,9196
305,Sweater,1999.0,Clothing,2021-11-01,1046.506354,Apparel Section,12,23988
306,Cookbook,2299.0,Books,2021-11-02,1350.297034,Reading Corner,16,36784
307,Smartphone,2299.0,Electronics,2021-11-03,1123.187706,Tech Zone,13,29887
308,Headphones,2499.0,Electronics,2021-11-04,345.6862523,Tech Zone,11,27489
309,Smartphone,2299.0,Electronics,2021-11-05,1346.723578,Tech Zone,19,43681
310,Cookbook,1999.0,Books,2021-11-06,1002.912037,Reading Corner,16,31984
311,Novel,2299.0,Books,2021-11-07,1562.47238,Reading Corner,4,9196
312,Computer,2699.0,Electronics,2021-11-08,959.5885818,Tech Zone,18,48582
313,Headphones,2299.0,Electronics,2021-11-09,926.0347474,Tech Zone,1,2299
314,T-shirt,1999.0,Clothing,2021-11-10,1659.323107,Apparel Section,7,13993
315,Novel,2499.0,Books,2021-11-11,514.3909677,Reading Corner,16,39984
316,Smartphone,4599.0,Electronics,2021-11-12,1297.521839,Tech Zone,14,64386
317,Computer,499.0,Electronics,2021-11-13,1472.298577,Tech Zone,4,1996
318,Sweater,499.0,Clothing,2021-11-14,1047.817289,Apparel Section,9,4491
319,T-shirt,599.0,Clothing,2021-11-15,1078.496008,Apparel Section,6,3594
320,Computer,599.0,Electronics,2021-11-16,1300.152339,Tech Zone,13,7787
321,Cushion,499.0,Home Goods,2021-11-17,1347.085996,Housewares,3,1497
322,Dress,499.0,Clothing,2021-11-18,577.8409876,Apparel Section,4,1996
323,T-shirt,499.0,Clothing,2021-11-19,349.4173984,Apparel Section,19,9481
324,Smartphone,499.0,Electronics,2021-11-20,1629.277876,Tech Zone,14,6986
325,Headphones,499.0,Electronics,2021-11-21,650.2257106,Tech Zone,17,8483
326,Computer,499.0,Electronics,2021-11-22,1507.515177,Tech Zone,14,6986
327,Mirror,499.0,Home Goods,2021-11-23,784.2613054,Housewares,2,998
328,Blanket,499.0,Home Goods,2021-11-24,713.2575507,Housewares,10,4990
329,Sweater,999.0,Clothing,2021-11-25,1376.146777,Apparel Section,9,8991
330,Desk Lamp,999.0,Home Goods,2021-11-26,1448.121688,Housewares,15,14985
331,Jeans,999.0,Clothing,2021-11-27,888.7351943,Apparel Section,12,11988
332,History Book,999.0,Books,2021-11-28,1733.486333,Reading Corner,6,5994
333,Cookbook,499.0,Books,2021-11-29,302.3656719,Reading Corner,3,1497
334,Novel,999.0,Books,2021-11-30,1176.394786,Reading Corner,1,999
335,Dress,999.0,Clothing,2021-12-01,1099.452625,Apparel Section,3,2997
336,Science Textbook,499.0,Books,2021-12-02,1446.924945,Reading Corner,17,8483
337,Jeans,799.0,Clothing,2021-12-03,1609.538373,Apparel Section,13,10387
338,Jeans,649.0,Clothing,2021-12-04,1052.034084,Apparel Section,13,8437
339,Dress,749.0,Clothing,2021-12-05,1206.000577,Apparel Section,8,5992
